Wall time,Step,Value
1589728085.25945,18,0.40840840339660645
1589728215.978358,24,0.4374374449253082
1589728509.646533,40,0.4224224090576172
1589728546.492344,42,0.4334334433078766
1589728601.909218,45,0.4434434473514557
1589728823.76424,56,0.4354354441165924
1589729097.520848,71,0.45745745301246643
1589729172.812066,74,0.45945945382118225
1589729536.323285,94,0.46946945786476135
1589729775.183353,106,0.46146145462989807
1589730162.658648,126,0.4874874949455261
1589730713.442532,155,0.47847849130630493
1589730769.03469,158,0.4854854941368103
1589730933.255226,167,0.4824824929237366
1589731245.148164,183,0.4874874949455261
1589731281.567745,185,0.48848849534988403
1589732127.313363,229,0.5305305123329163
1589732219.223598,234,0.5565565824508667
1589732511.900263,249,0.5555555820465088
1589732620.563995,255,0.5615615844726562
1589732711.80797,260,0.5495495200157166
1589732839.06397,267,0.5515515804290771
1589732949.461732,273,0.5375375151634216
1589733629.323073,308,0.45145145058631897
1589733665.647281,310,0.4634634554386139
1589733811.162392,318,0.45945945382118225
1589734214.338382,339,0.4754754900932312
1589734360.908337,347,0.4654654562473297
1589734743.470251,367,0.4664664566516876
1589735764.799417,421,0.5185185074806213
1589735783.081505,422,0.5015015006065369
1589736110.816817,439,0.5105105042457581
1589736165.767522,442,0.5065065026283264
1589736220.466158,445,0.511511504650116
1589736507.970764,460,0.48848849534988403
1589736562.764022,463,0.5265265107154846
1589736580.969292,464,0.5055055022239685
1589736783.081617,474,0.5265265107154846
1589737130.189875,493,0.5425425171852112
1589737532.715837,514,0.56456458568573
1589737860.561351,531,0.5935935974121094
1589737952.070862,536,0.5435435175895691
1589738464.641725,563,0.5705705881118774
1589738648.165181,573,0.5695695877075195
1589738775.459519,579,0.4964964985847473
1589738904.144267,586,0.462462455034256
1589738922.365644,587,0.4364364445209503
1589739543.827325,620,0.5385385155677795
1589739579.931214,622,0.5195195078849792
1589739816.935848,634,0.5385385155677795
1589739944.009847,641,0.5415415167808533
1589739962.409315,642,0.5695695877075195
1589739999.143464,644,0.5395395159721375
1589740053.950545,647,0.5435435175895691
1589740109.580793,649,0.5485485196113586
1589740328.728411,661,0.5625625848770142
1589740510.362854,671,0.5505505800247192
1589741332.654441,714,0.5665665864944458
1589741478.106294,722,0.5695695877075195
1589741644.100488,730,0.5665665864944458
1589741806.91542,739,0.5725725889205933
1589742061.580453,752,0.5795795917510986
1589742134.583938,756,0.5735735893249512
1589742298.6046,765,0.5725725889205933
1589742371.702882,769,0.5805805921554565
1589742408.562145,771,0.5765765905380249
1589742444.418252,773,0.5805805921554565
1589742591.338131,780,0.5765765905380249
1589742681.555876,785,0.5775775909423828
1589742717.587764,787,0.5775775909423828
1589742808.401877,792,0.5745745897293091
1589742844.800251,794,0.5775775909423828
1589742917.506931,798,0.5785785913467407
1589743010.070368,802,0.5655655860900879
1589743120.610967,808,0.5735735893249512
1589743138.757927,809,0.5545545816421509
1589743577.588507,832,0.5985985994338989
1589743650.221683,836,0.6376376152038574
1589744271.800763,869,0.6596596837043762
1589744419.635831,876,0.608608603477478
1589744528.567734,882,0.5845845937728882
1589744782.445482,896,0.5675675868988037
1589744874.400202,900,0.5705705881118774
1589745002.230387,907,0.5875875949859619
1589745038.695285,909,0.586586594581604
1589745184.980637,917,0.586586594581604
1589745460.273771,931,0.6146146059036255
1589745478.307962,932,0.6186186075210571
1589745660.746159,942,0.6246246099472046
1589745715.967866,945,0.6176176071166992
1589745900.157606,954,0.6226226091384888
1589746045.308463,962,0.6366366147994995
1589746207.737058,971,0.6436436176300049
1589746225.931995,972,0.6296296119689941
1589746354.626592,978,0.6336336135864258
1589746372.718201,979,0.6346346139907837
1589746463.790898,984,0.6436436176300049
1589746810.21753,1002,0.6286286115646362
1589746864.49461,1005,0.6266266107559204
