Wall time,Step,Value
1589728085.258141,18,0.36549240350723267
1589728215.97785,24,0.38630905747413635
1589728509.64551,40,0.3895116150379181
1589728546.491322,42,0.39511609077453613
1589728601.908232,45,0.40672537684440613
1589728823.763274,56,0.40032026171684265
1589729097.519962,71,0.42113691568374634
1589729172.811567,74,0.42113691568374634
1589729536.322382,94,0.4279423654079437
1589729775.182446,106,0.4551641345024109
1589730162.657667,126,0.45196157693862915
1589730713.441637,155,0.4583666920661926
1589730769.033795,158,0.46317052841186523
1589730933.254307,167,0.4571657180786133
1589731245.14707,183,0.459567666053772
1589731281.566649,185,0.46116894483566284
1589732127.312417,229,0.47357887029647827
1589732219.22254,234,0.5044035315513611
1589732511.899714,249,0.506805419921875
1589732620.563042,255,0.5028022527694702
1589732711.807036,260,0.49679744243621826
1589732839.062931,267,0.5208166241645813
1589732949.4607,273,0.45636507868766785
1589733629.322169,308,0.41433146595954895
1589733665.646362,310,0.42834267020225525
1589733811.16129,318,0.4291433095932007
1589734214.337419,339,0.43995195627212524
1589734360.907319,347,0.4387510120868683
1589734743.469057,367,0.44035229086875916
1589735764.798287,421,0.48278623819351196
1589735783.080598,422,0.4671737253665924
1589736110.815966,439,0.4931945502758026
1589736165.766426,442,0.49919936060905457
1589736220.465359,445,0.48959168791770935
1589736507.969912,460,0.4899919927120209
1589736562.762824,463,0.5116093158721924
1589736580.968392,464,0.5020015835762024
1589736783.080965,474,0.5252201557159424
1589737130.188963,493,0.5376300811767578
1589737532.71492,514,0.5428342819213867
1589737860.560411,531,0.5600480437278748
1589737952.069961,536,0.5004003047943115
1589738464.640568,563,0.5448358654975891
1589738648.164147,573,0.5792633891105652
1589738775.458615,579,0.5444355607032776
1589738904.14364,586,0.5
1589738922.364749,587,0.47477981448173523
1589739543.826366,620,0.47117695212364197
1589739579.9301,622,0.4575660526752472
1589739816.93521,634,0.4739791750907898
1589739944.00882,641,0.48198559880256653
1589739962.408298,642,0.4979983866214752
1589739999.142467,644,0.4763810932636261
1589740053.949634,647,0.4807846248149872
1589740109.580317,649,0.4879903793334961
1589740328.727497,661,0.4971977472305298
